symbol,1mo,1mo-benchmark,3mo,3mo-benchmark,6mo,6mo-benchmark,1y,1y-benchmark,3y,3y-benchmark,5y,5y-benchmark,10y,10y-benchmark
BHEL,-7.474427361403311,-6.3432794924858165,-17.940336575093355,1.3526041942486493,-26.522273747917197,2.1001966627131754,-26.702086762585648,10.341964092085309,2.0014848872040654,53.75362301915345,-20.15256167720462,22.37893274293619,-7.0204773381911085,115.29635658630096
SBIN,-4.042268901709064,-6.3432794924858165,10.610760538192299,1.3526041942486493,15.308072827111015,2.1001966627131754,13.900495333571483,10.341964092085309,45.935015046478306,62.81310331615164,38.600510055412215,69.74951661206957,147.08079581272713,115.74333743897786
SHRIRAMFIN,-13.823161810546095,-6.3432794924858165,3.4292049689623045,1.3526041942486493,2.153848775333323,2.1001966627131754,11.50948470442011,10.341964092085309,70.16723105906625,62.81310331615164,92.86511448805335,69.74951661206957,103.49864778227571,207.4025098883536
ADANIENT,-34.11016511236685,-6.3432794924858165,6.0025561132787475,1.3526041942486493,-28.250321739133476,2.1001966627131754,-11.7334390951176,8.584527321146606,175.13529228793965,52.54084341716349,36.28891319781134,59.03962215731654,5236.814697968176,277.07375287343723
UNIONBANK,-2.3354092209648427,-6.3432794924858165,2.98188360931704,1.3526041942486493,1.5415789376448874,2.1001966627131754,-11.938790948995353,10.341964092085309,27.758585320138927,53.496820539923796,-17.083832043883344,60.036327282245274,-2.374651352992814,114.86948938932488
JSWENERGY,-15.221582453980714,-6.3432794924858165,13.555787062726907,1.3526041942486493,3.1282585529369786,2.1001966627131754,34.51511777629008,10.341964092085309,72.67987848657954,62.81310331615164,-5.412697894189753,21.09965187873083,422.39647954097046,114.45585223466949
TRENT,-17.225071717283576,-5.776895382081061,-8.750497230059242,9.384459090754001,-9.637372965284964,-0.9462196844607236,21.235706256892712,18.600577569474034,43.87070868186426,73.1474040795527,81.21796197587481,67.33067474774555,917.0969553318812,273.5059704190749
TATAPOWER,-7.221928729428854,-5.776895382081061,20.34791926760647,9.384459090754001,-1.5287232941238447,-0.9462196844607236,13.864000348079303,18.600577569474034,1.057690977260986,73.1474040795527,-1.6054422478735588,9.374997012006821,368.7821337839997,95.96059371879707
BPCL,-10.683364712363945,-5.776895382081061,22.121942547073395,9.384459090754001,28.38460345682835,-0.9462196844607236,27.095234325008512,18.600577569474034,179.9779018773539,73.1474040795527,369.1840212562894,67.33067474774555,42.68397813265451,117.70681665900959
IOC,-2.661599936295988,-5.776895382081061,8.365022154979115,9.384459090754001,-2.8136888747324615,-0.9462196844607236,0.209126641715935,18.600577569474034,41.52091549255938,73.1474040795527,133.3840441506982,67.33067474774555,37.370829003887415,117.70681665900959
NAUKRI,-8.962684745219217,-5.776895382081061,-3.014927195079291,9.384459090754001,5.768660360307836,-0.9462196844607236,9.55223880597015,18.600577569474034,188.95522388059703,73.1474040795527,166.2686567164179,67.33067474774555,1656.7164179104477,273.5059704190749
COALINDIA,-9.606208542481614,-5.776895382081061,-0.38783361074102174,9.384459090754001,-4.057280909380094,-0.9462196844607236,9.278035338116016,18.600577569474034,15.409620596864688,60.36899805429328,2.78401313120669,18.629404823058913,-35.11800766734212,94.44281989540461
PIDILITIND,-4.96503923322771,11.20930663561358,25.874125874125873,12.896410966617688,20.27972027972028,13.107824234554366,52.51748678567524,27.593367136551887,280.34966742242136,77.27272690614095,316.04895958533655,77.58985487294517,1630.7692307692307,301.6913384030903
ZYDUSLIFE,-4.836753742529495,11.20930663561358,9.1519593104776,12.896410966617688,10.259341634004043,13.107824234554366,27.177247234678365,27.593367136551887,122.84687955851246,58.95734307890255,146.8871686971106,59.241706161137444,234.7704442532133,260.18957345971563
GAIL,-12.671778233020198,-0.7677899544879484,-0.6559894874524603,0.5733591289424648,7.921286312965732,7.5289012879793,-9.825772847552791,7.448440902546087,4.637944327019694,23.12583235037243,35.24812069916494,35.987571024601735,43.36913258913185,72.4189977527592
TVSMOTOR,-19.51219512195122,-6.161545765099472,-7.560971888100229,-0.3963066475146995,-3.6585365853658534,8.072234627126837,-6.463418355802228,13.391091548340158,474.7560826743522,56.440837891496884,1109.7560975609756,79.46781555352594,174.82950051839217,101.3825356913584
BHARTIARTL,-18.073089839280065,0.4168268772098078,-10.03322326782951,8.502236201897057,11.777402643102029,15.238617342056482,15.531554286007418,10.269045299350374,39.534878750203056,63.50891445190646,39.58471421442434,94.01667827891954,135.07092184510284,123.56183647685455
ADANIPORTS,-7.61003683073641,0.4168268772098078,3.249688892694009,8.502236201897057,24.804601513375587,15.238617342056482,4.072395577097946,10.269045299350374,168.20237911568324,63.50891445190646,96.50207562342968,43.32983534838553,180.8361222214345,92.8111740750658
ABB,-11.958350258306139,-4.614757724184632,-15.12091318662627,1.121544082639521,-18.57340236709551,-2.0523967173054336,-6.163994399359683,3.7958467103462192,59.51470824998493,28.577267047377607,168.7077606925682,91.01465338235771,217.09643392219985,101.50638464037796
SIEMENS,-23.511879166522867,-4.614757724184632,-16.543135025422377,-1.2117130505446665,-21.90723327491146,-4.312419011376367,-16.375023668788074,1.4008832836219482,9.964451278289744,8.351170003221949,33.70273627018981,54.514824037586976,202.7038158074136,168.17511925937922
NTPC,-4.632426988922457,-1.4804674336681773,3.3903953652127394,2.980897289851285,-12.051025882348315,-4.647174373667487,-17.80323917203696,5.934350589263121,-12.7114020731042,18.69721056392043,19.076200111668033,81.30001664313193,52.693572813667565,110.98920955382073
BAJAJFINSV,-10.931392833901947,-0.5665738206478633,-6.66905945103841,-1.0270255823219547,1.6040031556174073,7.9859758270755075,32.64789030223801,14.907281160327363,199.67919815272182,34.854932482427294,773.9474473710953,89.04858081343369,47.88216291407789,39.764885812758486
TATASTEEL,-3.783592877777917,-0.7126342698037943,-2.7404526529868796,-6.747421059385203,41.47807423380995,5.384514649747225,68.24610506355722,22.576914070637233,4.935952803579727,11.049369231102382,86.90301776564004,45.29071167232846,155.49747755827508,118.3300011874652
JINDALSTEL,-14.495922605139247,-0.7126342698037943,-11.47345046524896,-6.747421059385203,2.7838597509428196,5.384514649747225,18.9500933519922,22.576914070637233,-45.56771726272915,7.884304647257916,96.43700562559357,41.14972024608585,315.0453848485953,111.57193080506131
DLF,-15.944442749023438,-1.1884562730136665,-13.229831226615346,0.9923589641155649,13.128591760258928,11.706328278532851,45.73067649814032,34.36374714356244,1.8562242509539897,48.41485795596113,27.57340730335712,97.59374579935654,232.77084550558232,274.9011950032391
GRASIM,-14.356248005706309,-4.948455378628034,6.874289039932744,9.10652777935267,-3.1522985380287394,5.9707876779512015,21.610331688222566,33.591063540860944,86.55526063878692,51.37971764817231,151.28986859745342,103.1786914946213,354.03786258587854,274.5704418251792
BANKBARODA,-19.44565896906686,-4.948455378628034,10.903856132485586,9.10652777935267,-4.4016411609846084,5.9707876779512015,50.544753915293036,33.591063540860944,33.35657240766009,51.37971764817231,31.9619885527831,103.1786914946213,226.4189291380562,123.34635049600224
PNB,-26.37930902941474,-4.948455378628034,-5.000002630825688,9.10652777935267,-5.594825744628894,5.9707876779512015,62.75862332048088,33.591063540860944,8.189655172413794,51.37971764817231,-10.279390477739451,22.61255662632934,55.901306005056874,108.97589636142678
CANBK,-26.093236524962172,-4.948455378628034,-6.035413721133778,9.10652777935267,-20.852905845709003,5.9707876779512015,43.00687084303366,33.591063540860944,12.427617646300963,16.58654792802246,30.517814490315466,56.480026663443525,207.40797839327573,118.48647130944133
ULTRACEMCO,-18.81846663217466,-4.948455378628034,7.090303223876311,9.10652777935267,-5.989428467589498,5.9707876779512015,31.887294555613575,33.591063540860944,103.28083003819779,51.37971764817231,129.1950484519144,103.1786914946213,110.91864645802461,82.89357529236024
BEL,-9.810204550779124,-3.026728432774765,11.159650873019103,5.397796760362283,108.63064892287375,20.28302175373155,186.39387729886354,31.839623405399536,303.3784920855777,32.075474866842484,-20.75423979235369,10.399453367620163,396.9892790733679,134.04586900597133
HINDUNILVR,-3.356172272942452,2.7920553601491758,-0.281141390717894,9.558168675616882,19.13548217990003,26.0640469587229,62.77455900998422,45.11552672418907,50.58865520379694,41.87272165772674,209.83132589042586,79.90272104354035,334.9148135365708,292.36320792323926
VEDL,-6.681224040068915,-3.531983156346942,-1.1294295856513326,4.959892848040034,-10.548903833333902,-0.8666647455799928,-32.5066602505096,-3.392680317792866,118.57261911697961,28.287546443919393,6.2551714954326725,53.312874122535156,106.06391699039442,34.2041359731591
HEROMOTOCO,-11.78242218910437,-2.7018713687617835,-4.350455714686678,-0.9389617969696259,-9.089185613740938,-5.636143774333247,11.028623718988813,-7.276991983941736,34.244969243709214,23.23944103400149,-36.83797707775674,-20.406880784193117,,
TECHM,-14.731664777015318,-0.28943839199451193,-8.765652951699463,-4.895737913319728,-4.651162790697675,-5.074131182326808,1.6965071277668682,2.7042104859229625,33.84087444541591,34.37237812842133,1.226560237157964,26.6726705699934,,
RECLTD,-7.878789248825056,-0.28943839199451193,-10.75268654503473,-5.748951755215163,-15.806448619600042,-5.925744595355249,-27.492313400962825,3.8907974147569586,5.7422445238323006,35.92484133055439,-19.038299791118256,28.13617566318966,,
TITAN,-11.506849315068493,2.2511866013371145,-13.972602739726028,-4.74170477371388,-4.890412631100171,-4.976308651308383,13.369859669306521,0.11848160226683409,141.9451987906678,33.29383645272211,160.27397260273972,31.421796402378977,,
TATAMOTORS,-11.539781086773756,2.2511866013371145,-19.236435084993904,-3.0479143553309815,5.157399056162665,-3.2866897310510916,24.206295144628893,1.8986911308766772,-26.054924485348035,35.66393789613759,-58.84645395061226,7.097811330498656,,
ADANIPOWER,-6.6439548129293815,2.2511866013371145,-12.070481892724395,-5.80199124957188,14.537444933920703,-6.033983834176031,7.488986784140969,-0.9959018934082883,-42.90748629801074,31.81018978688246,-23.53491080951674,-2.8721571789532376,,
HINDALCO,-13.968599609120544,-3.476599968869696,-9.149969775700754,-1.8459135941500275,-23.280996594737214,-8.393834114083736,45.64158334847233,5.638450014570317,132.26854742191313,41.785718581960225,76.61072961384028,41.50993683786641,,
PFC,-10.501722967739965,-6.719586785641604,-2.6609818920821127,-5.143688103997396,-16.617314613981826,-6.084819451344792,3.659832200309965,8.301160844935492,-16.66567475618054,24.572029048602857,-22.94428668632343,24.32972896520998,,
NHPC,-13.492059727664937,-6.719586785641604,-3.968254048347554,-5.143688103997396,11.640215911869571,-11.471612022935213,34.12698885250571,2.089216350702479,26.1904807558106,37.02201137708003,6.878313072210888,36.75549532980289,,
ICICIBANK,-0.5636352539062387,-0.12794477941230128,0.018182373046875002,-0.18757652400950128,-21.135008985466897,-9.365515533823626,4.513780809115917,14.513191546132148,52.66485292364664,56.299342221740254,75.36908685151342,72.09515136366292,,
LT,-6.981818026859507,-0.18668516331984542,-11.337682137945999,-9.321839466386972,19.906196533175773,5.568849339020761,13.083195484613222,7.228339440298265,75.57708372359303,45.26887328024838,39.47797542555872,91.09621532116343,,
AXISBANK,-4.511677282377919,-0.18668516331984542,-12.658335521237255,-9.321839466386972,20.603182670903347,5.568849339020761,8.91856958207669,7.228339440298265,45.22475944276892,45.26887328024838,6.772683234528539,49.410512086229566,,
UNITDSPR,-17.418713026925627,-4.738149085985182,-17.050431463279423,-1.496255603371926,-17.25282052190729,5.3616000191781295,-35.311876188137724,4.738158598946306,5.955544980268371,41.73941069488945,-3.782347089363146,99.1022428327924,,
NESTLEIND,-9.417040358744394,-7.022248372537336,2.958743518778027,3.7958134397374206,28.64574209991592,15.318056369840285,5.793719783492152,14.528793524122118,106.24305896160313,45.229057087742305,208.5201793721973,96.33507461278077,,
HCLTECH,-8.536585365853659,0.3797506984276108,-3.8587311968606928,4.417671667153059,5.297580117724002,8.864998274960175,14.336164236224672,16.280505852667222,42.57684761281884,51.251161791577005,159.51602354480053,69.35434580639966,,
LTIM,-5.206420151830084,-1.8395554056406687,-1.529051987767584,-6.406685236768802,8.555047738078173,1.0919257458870126,15.36697247706422,13.871862894977383,148.69265308438455,29.932031658034468,718.960244648318,109.13648685040913,,
INFY,-3.0591962819235,-4.653800845780317,-8.512118915982136,-0.6810425476878301,-8.725663155649773,7.945516596184973,-8.12475057456889,21.452896541684595,37.06793968334587,42.33825618364169,233.23401278088798,137.09422077251213,,
DIVISLAB,-32.87162265262088,0.0,-22.943194954797185,8.011908758254279,-40.91368716471803,17.14285895937965,5.609463398014211,27.022616068522137,79.20962063109205,51.80119105747766,393.2636070105793,123.21428571428572,,
DRREDDY,-7.362518043317645,3.7143116857715457,-5.029867608638693,4.951605840776247,-20.92053936703576,9.004610064152597,-17.740533698886637,15.724075783976591,10.711247168243188,30.17625624512621,51.92977656738087,93.94714761994547,,
BOSCHLTD,-3.9733031129653402,-4.405286343612335,1.6591550670631152,0.15135069151182434,-1.8655582098916954,6.531531531531531,-0.8282627008995194,-0.040538890941735774,9.561055137217002,24.361738046817237,20.68371829724367,63.32012973987974,,
HAL,-3.4194116136203823,-1.352978725490981,-10.042080531543556,7.809709747872587,-29.266216696070547,-0.965499185093786,-38.570148956267516,12.511396201342734,-12.093267143023562,42.67350588296833,168.60440903814927,79.87126352928296,,
ICICIGI,-7.037533512064344,3.9741249288710403,7.479891125062835,13.216269366992911,10.75067187761813,5.17560652630552,58.69302621795409,16.451019920335565,98.45844504021449,65.43438544238148,10.660377358490566,37.38461497635347,,
SBILIFE,-23.422073183400702,-6.857144102758291,-15.465146149353378,-7.102038325095675,-12.959911238849397,-7.461223991549745,25.4412268669355,-4.804899254623725,77.83428707995424,53.22448730468749,94.12952416493843,77.03673070790816,,
INDIGO,-13.136498651748528,-6.857144102758291,12.965341654868908,-7.102038325095675,19.164523504313824,-7.461223991549745,80.83546996646527,-4.804899254623725,97.50783783372677,65.60790250180393,151.80176332640448,91.34462222094474,,
TATACONSUM,-7.056066014250168,-4.798421163312174,-6.224688089342665,-0.3724762734853921,-6.672749992637769,8.773412152499478,25.92676909183072,8.23576281690312,270.8908466272942,71.95796559739883,300.09125685148683,92.61958161879171,,
EICHERMOT,-10.420098846787479,-4.798421163312174,-4.603579173960049,-0.3724762734853921,-14.37931972044893,7.274323543168432,-4.809858221809991,2.7591270344987877,47.71432357228038,63.25704158715945,82.6924579924142,82.8731977468569,,
ICICIPRULI,-11.248073959938367,-2.3927874622221657,7.935285053929121,7.675388818901984,20.49306625577812,9.961730541940375,48.69029275808937,13.437425543353163,72.81971888843412,67.14316683456816,19.100126036680845,38.01318601576602,,
ITC,-9.169908371666951,-0.754043903756649,-4.1042727315606475,6.723405553939495,-12.405256718888253,8.38297742478391,-14.381861888422401,-3.4502541870193255,34.16450508205974,52.60455387234874,118.87792083288764,123.34390609236678,,
CIPLA,-9.641235502939633,4.442862629155848,-0.6032397142296584,9.346221057087309,-13.8533200372425,4.6615369618111435,51.031848736684026,15.663648205442913,117.16583204370812,66.1035549626656,253.2648866286051,140.11697872989103,,
INDUSINDBK,-4.93915533285612,2.9598944218817396,8.231925554760199,5.87462448118925,-69.41828303154061,-24.591439659497706,-57.261574990106844,-1.1667252584473224,-6.7669172932330826,51.407660751212106,14.760585674713097,136.8553772549336,,
POWERGRID,-1.632766242383146,-4.161755387410007,-12.53542241727894,-16.455493450054707,-3.386858752169708,-5.356859726546472,-0.4452831976026867,20.288692126920697,61.92142897066635,57.971134152317546,,,,
HDFCBANK,-28.024495023310532,-24.6702170073546,-18.763536105128967,-16.42769565786507,-6.0156602323953585,10.512086448382863,30.311620032387992,32.724294504498204,34.31095363952011,57.22244538435084,,,,
ONGC,-28.723404255319153,-24.6702170073546,-9.574468085106384,-16.42769565786507,-11.96808510638298,10.512086448382863,21.595747927401913,32.724294504498204,61.702127659574465,57.22244538435084,,,,
BAJAJHLDNG,-47.42774566473989,-24.6702170073546,-41.89017411601338,-16.42769565786507,-23.086706613529625,10.512086448382863,6.742775977691474,32.724294504498204,84.39306358381504,57.22244538435084,,,,
GODREJCP,-6.794425087108014,-24.6702170073546,10.662023032583841,-16.42769565786507,13.763066202090593,10.512086448382863,20.209059233449477,32.724294504498204,60.86236508465812,57.22244538435084,,,,
MARUTI,-32.978700519469385,-24.6702170073546,-11.106947775240279,-16.42769565786507,7.178621704266624,10.512086448382863,8.999442068918906,32.724294504498204,34.66750618232492,57.22244538435084,,,,
BAJAJ-AUTO,-31.506849315068493,-24.6702170073546,-6.506849315068493,-16.42769565786507,0.9246575342465754,10.512086448382863,30.0924640812286,32.724294504498204,25.684931506849317,57.22244538435084,,,,
IRFC,-6.6937105235892735,-15.396013084559538,-0.1049341968719242,19.716422475362904,-3.2528880520838674,25.53503985072676,-9.338927368763905,21.615831421817656,521.1962274284901,63.576775576712706,,,,
AMBUJACEM,-15.067567567567567,-4.696020215176098,8.6152739798365,-5.404679965284453,10.193642674461088,0.11807298822934945,19.605410948346748,5.726709862503436,,,,,,
HDFCLIFE,-16.455087871132733,-4.696020215176098,-7.792413220434131,-7.625787641004845,-10.578842315369261,-2.232709485056663,-6.92215179016966,3.2442360285115575,,,,,,
MOTHERSON,-1.713859332328493,1.1053760561159043,-4.619967893438622,4.668382902279538,-27.514905247269557,10.986422229235265,-17.95826999784677,10.700253582544809,,,,,,
BAJFINANCE,-11.485148514851486,-4.3343123662664835,19.283829994327558,7.497638228418962,11.462047816109736,15.150675776607079,15.907590759075907,13.98523592141948,,,,,,
IRCTC,-16.812244005266656,-4.3343123662664835,2.071749813056985,7.497638228418962,6.821626843941927,15.150675776607079,0.3279400381814119,10.40098816324296,,,,,,
LICI,0.7407407407407408,8.214403064291922,-7.885968159940762,-1.0612026658228606,5.608016958951628,8.297862633922552,-2.1005974176141837,15.01158175498497,,,,,,
ADANIGREEN,-20.38224278571705,-1.0050756041959634,-44.9168900879673,-3.769033515734863,-40.4936821982262,7.266692324190544,-0.5167146769622283,21.106587688115233,,,,,,
ATGL,-66.68375192209123,-2.588966932991244,-51.56330087134803,0.15228579349378804,-65.76371029179747,10.665512930078574,-47.80625382916613,22.84379854061255,,,,,,
ADANIENSOL,-65.36368181077202,-2.588966932991244,-43.42734695759431,0.15228579349378804,-56.67711312204501,10.665512930078574,-41.08252185222318,22.84379854061255,,,,,,
JIOFIN,-6.695464362850973,-1.2918122499459344,0.799138705622288,11.183393537791968,54.21166306695464,17.34717697970731,52.05183585313174,33.23183334684977,,,,,,
RELIANCE,-5.679349721588704,-2.764803589717352,,,,,,,,,,,,
